"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 15 14:09:15 CST 2019","Fri Mar 15 14:09:15 CST 2019","0","","Collection phase","","test_collection_phase","test_optional","test_optional","This is the tests collection phase. Failures are modules that failed to collect."
